cod-IBGE,nome,UF,cod-munic-IBGE,creation,cod-lex
1710706,Itaguatins,TO,10706,,5784
2210706,Simões,PI,10706,,5786
4110706,Irati,PR,10706,,5788
2610707,Paulista,PE,10707,,5790
3110707,Cambuquira,MG,10707,,5792
2110708,São Domingos do Maranhão,MA,10708,,5794
3510708,Cardoso,SP,10708,,5796
2510709,Passagem,PB,10709,,5798
2910727,Eunápolis,BA,10727,,5800
2910750,Fátima,BA,10750,,5802
4310751,Ivorá,RS,10751,,5804
2910776,Feira da Mata,BA,10776,,5806
2910800,Feira de Santana,BA,10800,,5808
2410801,Riacho de Santana,RN,10801,,5810
4310801,Ivoti,RS,10801,,5812
5210802,Itajá,GO,10802,,5814
2310803,Pereiro,CE,10803,,5816
4210803,Meleiro,SC,10803,,5818
2210805,Simplício Mendes,PI,10805,,5820
4110805,Iretama,PR,10805,,5822
2610806,Pedra,PE,10806,,5824
3110806,Campanário,MG,10806,,5826
2110807,São Félix de Balsas,MA,10807,,5828
3510807,Casa Branca,SP,10807,,5830
2510808,Patos,PB,10808,,5832
4310850,Jaboticaba,RS,10850,,5834
2310852,Pindoretama,CE,10852,,5836
4210852,Mirim Doce,SC,10852,,5838
2110856,São Francisco do Brejão,MA,10856,,5840
2910859,Filadélfia,BA,10859,,5842
4310876,Jacuizinho,RS,10876,,5844
2410900,Riachuelo,RN,10900,,5846
4310900,Jacutinga,RS,10900,,5848
5210901,Itapaci,GO,10901,,5850
2310902,Piquet Carneiro,CE,10902,,5852
4210902,Modelo,SC,10902,,5854
1710904,Itapiratins,TO,10904,,5856
2210904,Socorro do Piauí,PI,10904,,5858
4110904,Itaguajé,PR,10904,,5860
2610905,Pesqueira,PE,10905,,5862
3110905,Campanha,MG,10905,,5864
2110906,São Francisco do Maranhão,MA,10906,,5866
3510906,Cássia dos Coqueiros,SP,10906,,5868
2510907,Paulista,PB,10907,,5870
2910909,Firmino Alves,BA,10909,,5872
2210938,Sussuapara,PI,10938,,5874
2310951,Pires Ferreira,CE,10951,,5876
2210953,Tamboril do Piauí,PI,10953,,5878
4110953,Itaipulândia,PR,10953,,5880
2210979,Tanque do Piauí,PI,10979,,5882
2211001,Teresina,PI,11001,,5884
4111001,Itambaracá,PR,11001,,5886
2611002,Petrolândia,PE,11002,,5888
3111002,Campestre,MG,11002,,5890
2111003,São João Batista,MA,11003,,5892
3511003,Castilho,SP,11003,,5894
2511004,Pedra Branca,PB,11004,,5896
2911006,Floresta Azul,BA,11006,,5898
2411007,Rodolfo Fernandes,RN,11007,,5900
4311007,Jaguarão,RS,11007,,5902
5211008,Itapirapuã,GO,11008,,5904
2311009,Poranga,CE,11009,,5906
4211009,Mondaí,SC,11009,,5908
2111029,São João do Carú,MA,11029,,5910
2111052,São João do Paraíso,MA,11052,,5912
2411056,Tibau,RN,11056,,5914
4211058,Monte Carlo,SC,11058,,5916
2111078,São João do Soter,MA,11078,,5918
1711100,Itaporã do Tocantins,TO,11100,,5920
2211100,União,PI,11100,,5922
4111100,Itambé,PR,11100,,5924
2611101,Petrolina,PE,11101,,5926
3111101,Campina Verde,MG,11101,,5928
2111102,São João dos Patos,MA,11102,,5930
3511102,Catanduva,SP,11102,,5932
2511103,Pedra Lavrada,PB,11103,,5934
2911105,Formosa do Rio Preto,BA,11105,,5936
2411106,Ruy Barbosa,RN,11106,,5938
4311106,Jaguari,RS,11106,,5940
2311108,Porteiras,CE,11108,,5942
4211108,Monte Castelo,SC,11108,,5944
4311122,Jaquirana,RS,11122,,5946
4311130,Jari,RS,11130,,5948
3111150,Campo Azul,MG,11150,,5950
4311155,Jóia,RS,11155,,5952
2611200,Poção,PE,11200,,5954
3111200,Campo Belo,MG,11200,,5956
2111201,São José de Ribamar,MA,11201,,5958
3511201,Catiguá,SP,11201,,5960
2511202,Pedras de Fogo,PB,11202,,5962
2911204,Gandu,BA,11204,,5964
2411205,Santa Cruz,RN,11205,,5966
4311205,Júlio de Castilhos,RS,11205,,5968
5211206,Itapuranga,GO,11206,,5970
2311207,Potengi,CE,11207,,5972
4211207,Morro da Fumaça,SC,11207,,5974
2211209,Uruçuí,PI,11209,,5976
4111209,Itapejara d'Oeste,PR,11209,,5978
2311231,Potiretama,CE,11231,,5980
4311239,Lagoa Bonita do Sul,RS,11239,,5982
2111250,São José dos Basílios,MA,11250,,5984
2911253,Gavião,BA,11253,,5986
4311254,Lagoão,RS,11254,,5988
4211256,Morro Grande,SC,11256,,5990
4111258,Itaperuçu,PR,11258,,5992
2311264,Quiterianópolis,CE,11264,,5994
4311270,Lagoa dos Três Cantos,RS,11270,,5996
2111300,São Luís,MA,11300,,5998
3511300,Cedral,SP,11300,,6000
2511301,Piancó,PB,11301,,6002
2911303,Gentio do Ouro,BA,11303,,6004
4311304,Lagoa Vermelha,RS,11304,,6006
5211305,Itarumã,GO,11305,,6008
2311306,Quixadá,CE,11306,,6010
4211306,Navegantes,SC,11306,,6012
2211308,Valença do Piauí,PI,11308,,6014
4111308,Itaúna do Sul,PR,11308,,6016
2611309,Pombos,PE,11309,,6018
3111309,Campo do Meio,MG,11309,,6020
2311355,Quixelô,CE,11355,,6022
2211357,Várzea Branca,PI,11357,,6024
2511400,Picuí,PB,11400,,6026
2911402,Glória,BA,11402,,6028
2411403,Santana do Matos,RN,11403,,6030
4311403,Lajeado,RS,11403,,6032
5211404,Itauçu,GO,11404,,6034
2311405,Quixeramobim,CE,11405,,6036
4211405,Nova Erechim,SC,11405,,6038
2211407,Várzea Grande,PI,11407,,6040
4111407,Ivaí,PR,11407,,6042
2611408,Primavera,PE,11408,,6044
3111408,Campo Florido,MG,11408,,6046
2111409,São Luís Gonzaga do Maranhão,MA,11409,,6048
3511409,Cerqueira César,SP,11409,,6050
2411429,Santana do Seridó,RN,11429,,6052
4311429,Lajeado do Bugre,RS,11429,,6054
4211454,Nova Itaberaba,SC,11454,,6056
2911501,Gongogi,BA,11501,,6058
2411502,Santo Antônio,RN,11502,,6060
4311502,Lavras do Sul,RS,11502,,6062
5211503,Itumbiara,GO,11503,,6064
2311504,Quixeré,CE,11504,,6066
4211504,Nova Trento,SC,11504,,6068
1711506,Jaú do Tocantins,TO,11506,,6070
2211506,Vera Mendes,PI,11506,,6072
4111506,Ivaiporã,PR,11506,,6074
2611507,Quipapá,PE,11507,,6076
3111507,Campos Altos,MG,11507,,6078
2111508,São Mateus do Maranhão,MA,11508,,6080
3511508,Cerquilho,SP,11508,,6082
2511509,Pilar,PB,11509,,6084
2111532,São Pedro da Água Branca,MA,11532,,6086
2611533,Quixaba,PE,11533,,6088
4111555,Ivaté,PR,11555,,6090
2111573,São Pedro dos Crentes,MA,11573,,6092
2911600,Governador Mangabeira,BA,11600,,6094
2411601,São Bento do Norte,RN,11601,,6096
4311601,Liberato Salzano,RS,11601,,6098
5211602,Ivolândia,GO,11602,,6100
2311603,Redenção,CE,11603,,6102
4211603,Nova Veneza,SC,11603,,6104
2211605,Vila Nova do Piauí,PI,11605,,6106
4111605,Ivatuba,PR,11605,,6108
2611606,Recife,PE,11606,,6110
3111606,Campos Gerais,MG,11606,,6112
2111607,São Raimundo das Mangabeiras,MA,11607,,6114
3511607,Cesário Lange,SP,11607,,6116
2511608,Pilões,PB,11608,,6118
4311627,Lindolfo Collor,RS,11627,,6120
2111631,São Raimundo do Doca Bezerra,MA,11631,,6122
4311643,Linha Nova,RS,11643,,6124
4211652,Novo Horizonte,SC,11652,,6126
2911659,Guajeru,BA,11659,,6128
2111672,São Roberto,MA,11672,,6130
2411700,São Bento do Trairí,RN,11700,,6132
4311700,Machadinho,RS,11700,,6134
5211701,Jandaia,GO,11701,,6136
2311702,Reriutaba,CE,11702,,6138
4211702,Orleans,SC,11702,,6140
2211704,Wall Ferraz,PI,11704,,6142
4111704,Jaboti,PR,11704,,6144
2611705,Riacho das Almas,PE,11705,,6146
3111705,Canaã,MG,11705,,6148
2111706,São Vicente Ferrer,MA,11706,,6150
3511706,Charqueada,SP,11706,,6152
2511707,Pilõezinhos,PB,11707,,6154
2911709,Guanambi,BA,11709,,6156
4311718,Maçambará,RS,11718,,6158
2111722,Satubinha,MA,11722,,6160
4311734,Mampituba,RS,11734,,6162
2111748,Senador Alexandre Costa,MA,11748,,6164
4211751,Otacílio Costa,SC,11751,,6166
4311759,Manoel Viana,RS,11759,,6168
2111763,Senador La Rocque,MA,11763,,6170
4311775,Maquiné,RS,11775,,6172
2111789,Serrano do Maranhão,MA,11789,,6174
4311791,Maratá,RS,11791,,6176
5211800,Jaraguá,GO,11800,,6178
2311801,Russas,CE,11801,,6180
4211801,Ouro,SC,11801,,6182
1711803,Juarina,TO,11803,,6184
4111803,Jacarezinho,PR,11803,,6186
2611804,Ribeirão,PE,11804,,6188
3111804,Canápolis,MG,11804,,6190
2111805,Sítio Novo,MA,11805,,6192
2511806,Pirpirituba,PB,11806,,6194
2911808,Guaratinga,BA,11808,,6196
2411809,São Fernando,RN,11809,,6198
4311809,Marau,RS,11809,,6200
4211850,Ouro Verde,SC,11850,,6202
2911857,Heliópolis,BA,11857,,6204
4211876,Paial,SC,11876,,6206
4211892,Painel,SC,11892,,6208
2311900,Saboeiro,CE,11900,,6210
4211900,Palhoça,SC,11900,,6212
1711902,Lagoa da Confusão,TO,11902,,6214
4111902,Jaguapitã,PR,11902,,6216
2611903,Rio Formoso,PE,11903,,6218
3111903,Cana Verde,MG,11903,,6220
2111904,Sucupira do Norte,MA,11904,,6222
3511904,Clementina,SP,11904,,6224
2511905,Pitimbu,PB,11905,,6226
2911907,Iaçu,BA,11907,,6228
2411908,São Francisco do Oeste,RN,11908,,6230
4311908,Marcelino Ramos,RS,11908,,6232
5211909,Jataí,GO,11909,,6234
1711951,Lagoa do Tocantins,TO,11951,,6236
2111953,Sucupira do Riachão,MA,11953,,6238
2311959,Salitre,CE,11959,,6240
4311981,Mariana Pimentel,RS,11981,,6242
2612000,Sairé,PE,12000,,6244
3112000,Candeias,MG,12000,,6246
2112001,Tasso Fragoso,MA,12001,,6248
3512001,Colina,SP,12001,,6250
2512002,Pocinhos,PB,12002,,6252
2912004,Ibiassucê,BA,12004,,6254
2412005,São Gonçalo do Amarante,RN,12005,,6256
4312005,Mariano Moro,RS,12005,,6258
5212006,Jaupaci,GO,12006,,6260
2312007,Santana do Acaraú,CE,12007,,6262
4212007,Palma Sola,SC,12007,,6264
1712009,Lajeado,TO,12009,,6266
4112009,Jaguariaíva,PR,12009,,6268
2512036,Poço Dantas,PB,12036,,6270
4312054,Marques de Souza,RS,12054,,6272
5212055,Jesúpolis,GO,12055,,6274
4212056,Palmeira,SC,12056,,6276
3112059,Cantagalo,MG,12059,,6278
2512077,Poço de José de Moura,PB,12077,,6280
2112100,Timbiras,MA,12100,,6282
3512100,Colômbia,SP,12100,,6284
2512101,Pombal,PB,12101,,6286
2912103,Ibicaraí,BA,12103,,6288
2412104,São João do Sabugi,RN,12104,,6290
4312104,Mata,RS,12104,,6292
5212105,Joviânia,GO,12105,,6294
2312106,Santana do Cariri,CE,12106,,6296
4212106,Palmitos,SC,12106,,6298
4112108,Jandaia do Sul,PR,12108,,6300
2612109,Salgadinho,PE,12109,,6302
3112109,Caparaó,MG,12109,,6304
4312138,Mato Castelhano,RS,12138,,6306
4312153,Mato Leitão,RS,12153,,6308
1712157,Lavandeira,TO,12157,,6310
4312179,Mato Queimado,RS,12179,,6312
2512200,Prata,PB,12200,,6314
2912202,Ibicoara,BA,12202,,6316
2412203,São José de Mipibu,RN,12203,,6318
4312203,Maximiliano de Almeida,RS,12203,,6320
5212204,Jussara,GO,12204,,6322
2312205,Santa Quitéria,CE,12205,,6324
4212205,Papanduva,SC,12205,,6326
4112207,Janiópolis,PR,12207,,6328
2612208,Salgueiro,PE,12208,,6330
3112208,Capela Nova,MG,12208,,6332
2112209,Timon,MA,12209,,6334
3512209,Conchal,SP,12209,,6336
2112233,Trizidela do Vale,MA,12233,,6338
4212239,Paraíso,SC,12239,,6340
4312252,Minas do Leão,RS,12252,,6342
5212253,Lagoa Santa,GO,12253,,6344
4212254,Passo de Torres,SC,12254,,6346
4212270,Passos Maia,SC,12270,,6348
2112274,Tufilândia,MA,12274,,6350
2912301,Ibicuí,BA,12301,,6352
2412302,São José do Campestre,RN,12302,,6354
4312302,Miraguaí,RS,12302,,6356
5212303,Leopoldo de Bulhões,GO,12303,,6358
2312304,São Benedito,CE,12304,,6360
4212304,Paulo Lopes,SC,12304,,6362
4112306,Japira,PR,12306,,6364
2612307,Saloá,PE,12307,,6366
3112307,Capelinha,MG,12307,,6368
2112308,Tuntum,MA,12308,,6370
3512308,Conchas,SP,12308,,6372
2512309,Princesa Isabel,PB,12309,,6374
4312351,Montauri,RS,12351,,6376
4312377,Monte Alegre dos Campos,RS,12377,,6378
4312385,Monte Belo do Sul,RS,12385,,6380
2912400,Ibipeba,BA,12400,,6382
2412401,São José do Seridó,RN,12401,,6384
4312401,Montenegro,RS,12401,,6386
2312403,São Gonçalo do Amarante,CE,12403,,6388
4212403,Pedras Grandes,SC,12403,,6390
1712405,Lizarda,TO,12405,,6392
4112405,Japurá,PR,12405,,6394
2612406,Sanharó,PE,12406,,6396
3112406,Capetinga,MG,12406,,6398
2112407,Turiaçu,MA,12407,,6400
3512407,Cordeirópolis,SP,12407,,6402
2512408,Puxinanã,PB,12408,,6404
4312427,Mormaço,RS,12427,,6406
4312443,Morrinhos do Sul,RS,12443,,6408
4312450,Morro Redondo,RS,12450,,6410
1712454,Luzinópolis,TO,12454,,6412
2612455,Santa Cruz,PE,12455,,6414
2112456,Turilândia,MA,12456,,6416
2612471,Santa Cruz da Baixa Verde,PE,12471,,6418
4312476,Morro Reuter,RS,12476,,6420
2412500,São Miguel,RN,12500,,6422
4312500,Mostardas,RS,12500,,6424
5212501,Luziânia,GO,12501,,6426
2312502,São João do Jaguaribe,CE,12502,,6428
4212502,Penha,SC,12502,,6430
1712504,Marianópolis do Tocantins,TO,12504,,6432
4112504,Jardim Alegre,PR,12504,,6434
2612505,Santa Cruz do Capibaribe,PE,12505,,6436
3112505,Capim Branco,MG,12505,,6438
2112506,Tutóia,MA,12506,,6440
3512506,Coroados,SP,12506,,6442
2512507,Queimadas,PB,12507,,6444
2912509,Ibipitanga,BA,12509,,6446
2612554,Santa Filomena,PE,12554,,6448
2412559,São Miguel do Gostoso,RN,12559,,6450
5212600,Mairipotaba,GO,12600,,6452
2312601,São Luís do Curu,CE,12601,,6454
4212601,Peritiba,SC,12601,,6456
4112603,Jardim Olinda,PR,12603,,6458
2612604,Santa Maria da Boa Vista,PE,12604,,6460
3112604,Capinópolis,MG,12604,,6462
2112605,Urbano Santos,MA,12605,,6464
3512605,Coronel Macedo,SP,12605,,6466
2512606,Quixabá,PB,12606,,6468
2912608,Ibiquera,BA,12608,,6470
2412609,São Paulo do Potengi,RN,12609,,6472
4312609,Muçum,RS,12609,,6474
4312617,Muitos Capões,RS,12617,,6476
4312625,Muliterno,RS,12625,,6478
4212650,Pescaria Brava,SC,12650,2014,6480
3112653,Capitão Andrade,MG,12653,,6482
4312658,Não-Me-Toque,RS,12658,,6484
4312674,Nicolau Vergueiro,RS,12674,,6486
2312700,Senador Pompeu,CE,12700,,6488
4212700,Petrolândia,SC,12700,,6490
1712702,Mateiros,TO,12702,,6492
4112702,Jataizinho,PR,12702,,6494
2612703,Santa Maria do Cambucá,PE,12703,,6496
3112703,Capitão Enéas,MG,12703,,6498
2112704,Vargem Grande,MA,12704,,6500
3512704,Corumbataí,SP,12704,,6502
2512705,Remígio,PB,12705,,6504
2912707,Ibirapitanga,BA,12707,,6506
2412708,São Pedro,RN,12708,,6508
4312708,Nonoai,RS,12708,,6510
5212709,Mambaí,GO,12709,,6512
2512721,Pedro Régis,PB,12721,,6514
2512747,Riachão,PB,12747,,6516
4112751,Jesuítas,PR,12751,,6518
2512754,Riachão do Bacamarte,PB,12754,,6520
4312757,Nova Alvorada,RS,12757,,6522
2512762,Riachão do Poço,PB,12762,,6524
2512788,Riacho de Santo Antônio,PB,12788,,6526
1712801,Maurilândia do Tocantins,TO,12801,,6528
4112801,Joaquim Távora,PR,12801,,6530
2612802,Santa Terezinha,PE,12802,,6532
3112802,Capitólio,MG,12802,,6534
2112803,Viana,MA,12803,,6536
3512803,Cosmópolis,SP,12803,,6538
2512804,Riacho dos Cavalos,PB,12804,,6540
2912806,Ibirapuã,BA,12806,,6542
2412807,São Rafael,RN,12807,,6544
4312807,Nova Araçá,RS,12807,,6546
5212808,Mara Rosa,GO,12808,,6548
2312809,Senador Sá,CE,12809,,6550
4212809,Balneário Piçarras,SC,12809,,6552
2112852,Vila Nova dos Martírios,MA,12852,,6554
4112900,Jundiaí do Sul,PR,12900,,6556
2612901,São Benedito do Sul,PE,12901,,6558
3112901,Caputira,MG,12901,,6560
2112902,Vitória do Mearim,MA,12902,,6562
3512902,Cosmorama,SP,12902,,6564
2512903,Rio Tinto,PB,12903,,6566
2912905,Ibirataia,BA,12905,,6568
2412906,São Tomé,RN,12906,,6570
4312906,Nova Bassano,RS,12906,,6572
5212907,Marzagão,GO,12907,,6574
2312908,Sobral,CE,12908,,6576
4212908,Pinhalzinho,SC,12908,,6578
4312955,Nova Boa Vista,RS,12955,,6580
5212956,Matrinchã,GO,12956,,6582
4112959,Juranda,PR,12959,,6584
2513000,Salgadinho,PB,13000,,6586
2913002,Ibitiara,BA,13002,,6588
2413003,São Vicente,RN,13003,,6590
4313003,Nova Bréscia,RS,13003,,6592
5213004,Maurilândia,GO,13004,,6594
2313005,Solonópole,CE,13005,,6596
4213005,Pinheiro Preto,SC,13005,,6598
4113007,Jussara,PR,13007,,6600
2613008,São Bento do Una,PE,13008,,6602
3113008,Caraí,MG,13008,,6604
2113009,Vitorino Freire,MA,13009,,6606
3513009,Cotia,SP,13009,,6608
4313011,Nova Candelária,RS,13011,,6610
4313037,Nova Esperança do Sul,RS,13037,,6612
5213053,Mimoso de Goiás,GO,13053,,6614
4313060,Nova Hartz,RS,13060,,6616
4313086,Nova Pádua,RS,13086,,6618
5213087,Minaçu,GO,13087,,6620
2913101,Ibititá,BA,13101,,6622
2413102,Senador Elói de Souza,RN,13102,,6624
4313102,Nova Palma,RS,13102,,6626
5213103,Mineiros,GO,13103,,6628
2313104,Tabuleiro do Norte,CE,13104,,6630
4213104,Piratuba,SC,13104,,6632
4113106,Kaloré,PR,13106,,6634
2613107,São Caitano,PE,13107,,6636
3113107,Caranaíba,MG,13107,,6638
3513108,Cravinhos,SP,13108,,6640
2513109,Salgado de São Félix,PB,13109,,6642
4213153,Planalto Alegre,SC,13153,,6644
2513158,Santa Cecília,PB,13158,,6646
2913200,Ibotirama,BA,13200,,6648
2413201,Senador Georgino Avelino,RN,13201,,6650
4313201,Nova Petrópolis,RS,13201,,6652
2313203,Tamboril,CE,13203,,6654
4213203,Pomerode,SC,13203,,6656
1713205,Miracema do Tocantins,TO,13205,,6658
4113205,Lapa,PR,13205,,6660
2613206,São João,PE,13206,,6662
3113206,Carandaí,MG,13206,,6664
3513207,Cristais Paulista,SP,13207,,6666
2513208,Santa Cruz,PB,13208,,6668
2313252,Tarrafas,CE,13252,,6670
4113254,Laranjal,PR,13254,,6672
2413300,Serra de São Bento,RN,13300,,6674
4313300,Nova Prata,RS,13300,,6676
2313302,Tauá,CE,13302,,6678
4213302,Ponte Alta,SC,13302,,6680
1713304,Miranorte,TO,13304,,6682
4113304,Laranjeiras do Sul,PR,13304,,6684
2613305,São Joaquim do Monte,PE,13305,,6686
3113305,Carangola,MG,13305,,6688
3513306,Cruzália,SP,13306,,6690
2513307,Santa Helena,PB,13307,,6692
2913309,Ichu,BA,13309,,6694
4313334,Nova Ramada,RS,13334,,6696
2313351,Tejuçuoca,CE,13351,,6698
4213351,Ponte Alta do Norte,SC,13351,,6700
2513356,Santa Inês,PB,13356,,6702
2413359,Serra do Mel,RN,13359,,6704
4313359,Nova Roma do Sul,RS,13359,,6706
4313375,Nova Santa Rita,RS,13375,,6708
4313391,Novo Cabrais,RS,13391,,6710
5213400,Moiporá,GO,13400,,6712
2313401,Tianguá,CE,13401,,6714
4213401,Ponte Serrada,SC,13401,,6716
4113403,Leópolis,PR,13403,,6718
2613404,São José da Coroa Grande,PE,13404,,6720
3113404,Caratinga,MG,13404,,6722
3513405,Cruzeiro,SP,13405,,6724
2513406,Santa Luzia,PB,13406,,6726
2913408,Igaporã,BA,13408,,6728
2413409,Serra Negra do Norte,RN,13409,,6730
4313409,Novo Hamburgo,RS,13409,,6732
4313425,Novo Machado,RS,13425,,6734
4113429,Lidianópolis,PR,13429,,6736
4313441,Novo Tiradentes,RS,13441,,6738
4113452,Lindoeste,PR,13452,,6740
2913457,Igrapiúna,BA,13457,,6742
4313466,Novo Xingu,RS,13466,,6744
4313490,Novo Barreiro,RS,13490,,6746
2313500,Trairi,CE,13500,,6748
4213500,Porto Belo,SC,13500,,6750
4113502,Loanda,PR,13502,,6752
2613503,São José do Belmonte,PE,13503,,6754
3113503,Carbonita,MG,13503,,6756
3513504,Cubatão,SP,13504,,6758
2513505,Santana de Mangueira,PB,13505,,6760
2913507,Iguaí,BA,13507,,6762
2413508,Serrinha,RN,13508,,6764
4313508,Osório,RS,13508,,6766
5213509,Monte Alegre de Goiás,GO,13509,,6768
2413557,Serrinha dos Pintos,RN,13557,,6770
2313559,Tururu,CE,13559,,6772
1713601,Monte do Carmo,TO,13601,,6774
4113601,Lobato,PR,13601,,6776
2613602,São José do Egito,PE,13602,,6778
3113602,Careaçu,MG,13602,,6780
3513603,Cunha,SP,13603,,6782
2513604,Santana dos Garrotes,PB,13604,,6784
2913606,Ilhéus,BA,13606,,6786
2413607,Severiano Melo,RN,13607,,6788
4313607,Paim Filho,RS,13607,,6790
2313609,Ubajara,CE,13609,,6792
4213609,Porto União,SC,13609,,6794
2513653,Joca Claudino,PB,13653,,6796
4313656,Palmares do Sul,RS,13656,,6798
1713700,Monte Santo do Tocantins,TO,13700,,6800
4113700,Londrina,PR,13700,,6802
2613701,São Lourenço da Mata,PE,13701,,6804
3113701,Carlos Chagas,MG,13701,,6806
3513702,Descalvado,SP,13702,,6808
2513703,Santa Rita,PB,13703,,6810
2913705,Inhambupe,BA,13705,,6812
2413706,Sítio Novo,RN,13706,,6814
4313706,Palmeira das Missões,RS,13706,,6816
5213707,Montes Claros de Goiás,GO,13707,,6818
2313708,Umari,CE,13708,,6820
4213708,Pouso Redondo,SC,13708,,6822
4113734,Luiziana,PR,13734,,6824
5213756,Montividiu,GO,13756,,6826
2313757,Umirim,CE,13757,,6828
4113759,Lunardelli,PR,13759,,6830
5213772,Montividiu do Norte,GO,13772,,6832
2613800,São Vicente Ferrer,PE,13800,,6834
3113800,Carmésia,MG,13800,,6836
3513801,Diadema,SP,13801,,6838
2513802,Santa Teresinha,PB,13802,,6840
2913804,Ipecaetá,BA,13804,,6842
2413805,Taboleiro Grande,RN,13805,,6844
4313805,Palmitinho,RS,13805,,6846
5213806,Morrinhos,GO,13806,,6848
2313807,Uruburetama,CE,13807,,6850
4213807,Praia Grande,SC,13807,,6852
1713809,Palmeiras do Tocantins,TO,13809,,6854
4113809,Lupionópolis,PR,13809,,6856
3513850,Dirce Reis,SP,13850,,6858
2513851,Santo André,PB,13851,,6860
5213855,Morro Agudo de Goiás,GO,13855,,6862
3513900,Divinolândia,SP,13900,,6864
2513901,São Bento,PB,13901,,6866
2913903,Ipiaú,BA,13903,,6868
2413904,Taipu,RN,13904,,6870
4313904,Panambi,RS,13904,,6872
5213905,Mossâmedes,GO,13905,,6874
2313906,Uruoca,CE,13906,,6876
4213906,Presidente Castello Branco,SC,13906,,6878
4113908,Mallet,PR,13908,,6880
2613909,Serra Talhada,PE,13909,,6882
3113909,Carmo da Cachoeira,MG,13909,,6884
2513927,São Bentinho,PB,13927,,6886
2513943,São Domingos do Cariri,PB,13943,,6888
4313953,Pantano Grande,RS,13953,,6890
2313955,Varjota,CE,13955,,6892
1713957,Muricilândia,TO,13957,,6894
2513968,São Domingos,PB,13968,,6896
2513984,São Francisco,PB,13984,,6898
2914000,Ipirá,BA,14000,,6900
2414001,Tangará,RN,14001,,6902
4314001,Paraí,RS,14001,,6904
5214002,Mozarlândia,GO,14002,,6906
2314003,Várzea Alegre,CE,14003,,6908
4214003,Presidente Getúlio,SC,14003,,6910
4114005,Mamborê,PR,14005,,6912
2614006,Serrita,PE,14006,,6914
3114006,Carmo da Mata,MG,14006,,6916
2114007,Zé Doca,MA,14007,,6918
3514007,Dobrada,SP,14007,,6920
2514008,São João do Cariri,PB,14008,,6922
4314027,Paraíso do Sul,RS,14027,,6924
4314035,Pareci Novo,RS,14035,,6926
4314050,Parobé,RS,14050,,6928
5214051,Mundo Novo,GO,14051,,6930
4314068,Passa Sete,RS,14068,,6932
4314076,Passo do Sobrado,RS,14076,,6934
2414100,Tenente Ananias,RN,14100,,6936
4314100,Passo Fundo,RS,14100,,6938
5214101,Mutunópolis,GO,14101,,6940
2314102,Viçosa do Ceará,CE,14102,,6942
4214102,Presidente Nereu,SC,14102,,6944
4114104,Mandaguaçu,PR,14104,,6946
2614105,Sertânia,PE,14105,,6948
3114105,Carmo de Minas,MG,14105,,6950
3514106,Dois Córregos,SP,14106,,6952
2514107,São João do Tigre,PB,14107,,6954
2914109,Ipupiara,BA,14109,,6956
4314134,Paulo Bento,RS,14134,,6958
4214151,Princesa,SC,14151,,6960
2414159,Tenente Laurentino Cruz,RN,14159,,6962
4314159,Paverama,RS,14159,,6964
4314175,Pedras Altas,RS,14175,,6966
4214201,Quilombo,SC,14201,,6968
1714203,Natividade,TO,14203,,6970
4114203,Mandaguari,PR,14203,,6972
2614204,Sirinhaém,PE,14204,,6974
3114204,Carmo do Cajuru,MG,14204,,6976
3514205,Dolcinópolis,SP,14205,,6978
2514206,São José da Lagoa Tapada,PB,14206,,6980
2914208,Irajuba,BA,14208,,6982
2414209,Tibau do Sul,RN,14209,,6984
4314209,Pedro Osório,RS,14209,,6986
4214300,Rancho Queimado,SC,14300,,6988
1714302,Nazaré,TO,14302,,6990
4114302,Mandirituba,PR,14302,,6992
2614303,Moreilândia,PE,14303,,6994
3114303,Carmo do Paranaíba,MG,14303,,6996
3514304,Dourado,SP,14304,,6998
2514305,São José de Caiana,PB,14305,,7000
2914307,Iramaia,BA,14307,,7002
2414308,Timbaúba dos Batistas,RN,14308,,7004
4314308,Pejuçara,RS,14308,,7006
4114351,Manfrinópolis,PR,14351,,7008
4114401,Mangueirinha,PR,14401,,7010
2614402,Solidão,PE,14402,,7012
3114402,Carmo do Rio Claro,MG,14402,,7014
3514403,Dracena,SP,14403,,7016
2514404,São José de Espinharas,PB,14404,,7018
2914406,Iraquara,BA,14406,,7020
2414407,Touros,RN,14407,,7022
4314407,Pelotas,RS,14407,,7024
5214408,Nazário,GO,14408,,7026
4214409,Rio das Antas,SC,14409,,7028
4314423,Picada Café,RS,14423,,7030
2514453,São José dos Ramos,PB,14453,,7032
2414456,Triunfo Potiguar,RN,14456,,7034
4314456,Pinhal,RS,14456,,7036
4314464,Pinhal da Serra,RS,14464,,7038
4314472,Pinhal Grande,RS,14472,,7040
4314498,Pinheirinho do Vale,RS,14498,,7042
4114500,Manoel Ribas,PR,14500,,7044
2614501,Surubim,PE,14501,,7046
3114501,Carmópolis de Minas,MG,14501,,7048
3514502,Duartina,SP,14502,,7050
2514503,São José de Piranhas,PB,14503,,7052
2914505,Irará,BA,14505,,7054
2414506,Umarizal,RN,14506,,7056
4314506,Pinheiro Machado,RS,14506,,7058
5214507,Nerópolis,GO,14507,,7060
4214508,Rio do Campo,SC,14508,,7062
4314548,Pinto Bandeira,RS,14548,2014,7064
3114550,Carneirinho,MG,14550,,7066
2514552,São José de Princesa,PB,14552,,7068
